data;produto;turno;quantidade_vendida;categoria;preco_unitario
2023-05-12;prato_executivo;jantar;86;prato_principal;35.9
2023-05-12;prato_executivo;cafe_manha;57;prato_principal;35.9
2023-05-12;salada_caesar;almoco;22;entrada;18.5
2023-05-12;salada_caesar;jantar;27;entrada;18.5
2023-05-12;salada_caesar;cafe_manha;17;entrada;18.5
2023-05-12;frango_grelhado;almoco;38;prato_principal;32.0
2023-05-12;frango_grelhado;jantar;50;prato_principal;32.0
2023-05-12;frango_grelhado;cafe_manha;40;prato_principal;32.0
2023-05-12;suco_laranja;almoco;102;bebida;8.0
2023-05-12;suco_laranja;jantar;91;bebida;8.0
2023-05-12;suco_laranja;cafe_manha;70;bebida;8.0
2023-05-12;sobremesa_dia;almoco;33;sobremesa;12.0
2023-05-12;sobremesa_dia;jantar;31;sobremesa;12.0
2023-05-12;sobremesa_dia;cafe_manha;18;sobremesa;12.0
2023-05-12;prato_vegetariano;almoco;25;prato_principal;28.0
2023-05-12;prato_vegetariano;jantar;28;prato_principal;28.0
2023-05-12;prato_vegetariano;cafe_manha;21;prato_principal;28.0
2023-05-13;prato_executivo;almoco;47;prato_principal;35.9
2023-05-13;prato_executivo;jantar;72;prato_principal;35.9
2023-05-13;prato_executivo;cafe_manha;41;prato_principal;35.9
2023-05-13;salada_caesar;jantar;21;entrada;18.5
2023-05-13;salada_caesar;cafe_manha;8;entrada;18.5
2023-05-13;frango_grelhado;almoco;25;prato_principal;32.0
2023-05-13;frango_grelhado;cafe_manha;30;prato_principal;32.0
2023-05-13;suco_laranja;almoco;50;bebida;8.0
2023-05-13;suco_laranja;cafe_manha;66;bebida;8.0
2023-05-13;sobremesa_dia;almoco;13;sobremesa;12.0
2023-05-13;sobremesa_dia;jantar;33;sobremesa;12.0
2023-05-13;sobremesa_dia;cafe_manha;15;sobremesa;12.0
2023-05-13;prato_vegetariano;almoco;17;prato_principal;28.0
2023-05-13;prato_vegetariano;jantar;20;prato_principal;28.0
2023-05-13;prato_vegetariano;cafe_manha;14;prato_principal;28.0
2023-05-14;prato_executivo;almoco;35;prato_principal;35.9
2023-05-14;prato_executivo;jantar;35;prato_principal;35.9
2023-05-14;prato_executivo;cafe_manha;37;prato_principal;35.9
2023-05-14;salada_caesar;almoco;8;entrada;18.5
2023-05-14;salada_caesar;jantar;7;entrada;18.5
2023-05-14;salada_caesar;cafe_manha;8;entrada;18.5
2023-05-14;frango_grelhado;almoco;23;prato_principal;32.0
2023-05-14;frango_grelhado;jantar;19;prato_principal;32.0
2023-05-14;frango_grelhado;cafe_manha;32;prato_principal;32.0
2023-05-14;suco_laranja;almoco;29;bebida;8.0
2023-05-14;suco_laranja;jantar;47;bebida;8.0
2023-05-14;suco_laranja;cafe_manha;43;bebida;8.0
2023-05-14;sobremesa_dia;almoco;15;sobremesa;12.0
2023-05-14;sobremesa_dia;jantar;11;sobremesa;12.0
2023-05-14;sobremesa_dia;cafe_manha;17;sobremesa;12.0
2023-05-14;prato_vegetariano;almoco;11;prato_principal;28.0
2023-05-14;prato_vegetariano;jantar;13;prato_principal;28.0
2023-05-14;prato_vegetariano;cafe_manha;13;prato_principal;28.0
2023-05-15;prato_executivo;almoco;55;prato_principal;35.9
2023-05-15;prato_executivo;jantar;45;prato_principal;35.9
2023-05-15;prato_executivo;cafe_manha;46;prato_principal;35.9
2023-05-15;salada_caesar;almoco;12;entrada;18.5
2023-05-15;salada_caesar;jantar;11;entrada;18.5
2023-05-15;salada_caesar;cafe_manha;10;entrada;18.5
2023-05-15;frango_grelhado;almoco;33;prato_principal;32.0
2023-05-15;frango_grelhado;jantar;35;prato_principal;32.0
2023-05-15;frango_grelhado;cafe_manha;29;prato_principal;32.0
2023-05-15;suco_laranja;almoco;62;bebida;8.0
2023-05-15;suco_laranja;jantar;55;bebida;8.0
2023-05-15;suco_laranja;cafe_manha;47;bebida;8.0
2023-05-15;sobremesa_dia;almoco;14;sobremesa;12.0
2023-05-15;sobremesa_dia;jantar;15;sobremesa;12.0
2023-05-15;sobremesa_dia;cafe_manha;17;sobremesa;12.0
2023-05-15;prato_vegetariano;almoco;21;prato_principal;28.0
2023-05-15;prato_vegetariano;jantar;15;prato_principal;28.0
2023-05-15;prato_vegetariano;cafe_manha;16;prato_principal;28.0
2023-05-16;prato_executivo;almoco;65;prato_principal;35.9
2023-05-16;prato_executivo;jantar;50;prato_principal;35.9
2023-05-16;prato_executivo;cafe_manha;44;prato_principal;35.9
2023-05-16;salada_caesar;almoco;15;entrada;18.5
2023-05-16;salada_caesar;jantar;12;entrada;18.5
2023-05-16;salada_caesar;cafe_manha;18;entrada;18.5
2023-05-16;frango_grelhado;almoco;34;prato_principal;32.0
2023-05-16;frango_grelhado;jantar;35;prato_principal;32.0
2023-05-16;frango_grelhado;cafe_manha;33;prato_principal;32.0
2023-05-16;suco_laranja;almoco;92;bebida;8.0
2023-05-16;suco_laranja;jantar;60;bebida;8.0
2023-05-16;suco_laranja;cafe_manha;74;bebida;8.0
2023-05-16;sobremesa_dia;almoco;22;sobremesa;12.0
2023-05-16;sobremesa_dia;jantar;18;sobremesa;12.0
2023-05-16;sobremesa_dia;cafe_manha;16;sobremesa;12.0
2023-05-16;prato_vegetariano;almoco;20;prato_principal;28.0
2023-05-16;prato_vegetariano;jantar;10;prato_principal;28.0
2023-05-16;prato_vegetariano;cafe_manha;20;prato_principal;28.0
2023-05-17;prato_executivo;almoco;52;prato_principal;35.9
2023-05-17;prato_executivo;jantar;41;prato_principal;35.9
2023-05-17;prato_executivo;cafe_manha;45;prato_principal;35.9
2023-05-17;salada_caesar;almoco;11;entrada;18.5
2023-05-17;salada_caesar;jantar;12;entrada;18.5
2023-05-17;salada_caesar;cafe_manha;11;entrada;18.5
2023-05-17;frango_grelhado;almoco;36;prato_principal;32.0
2023-05-17;frango_grelhado;jantar;28;prato_principal;32.0
2023-05-17;frango_grelhado;cafe_manha;35;prato_principal;32.0
2023-05-17;suco_laranja;almoco;66;bebida;8.0
2023-05-17;suco_laranja;jantar;54;bebida;8.0
2023-05-17;suco_laranja;cafe_manha;70;bebida;8.0
2023-05-17;sobremesa_dia;almoco;26;sobremesa;12.0
2023-05-17;sobremesa_dia;jantar;31;sobremesa;12.0
2023-05-17;sobremesa_dia;cafe_manha;21;sobremesa;12.0
2023-05-17;prato_vegetariano;almoco;21;prato_principal;28.0
2023-05-17;prato_vegetariano;jantar;18;prato_principal;28.0
2023-05-17;prato_vegetariano;cafe_manha;15;prato_principal;28.0
2023-05-18;prato_executivo;almoco;62;prato_principal;35.9
2023-05-18;prato_executivo;jantar;61;prato_principal;35.9
2023-05-18;prato_executivo;cafe_manha;47;prato_principal;35.9
2023-05-18;salada_caesar;almoco;21;entrada;18.5
2023-05-18;salada_caesar;jantar;11;entrada;18.5
2023-05-18;salada_caesar;cafe_manha;3;entrada;18.5
2023-05-18;frango_grelhado;almoco;34;prato_principal;32.0
2023-05-18;frango_grelhado;jantar;34;prato_principal;32.0
2023-05-18;frango_grelhado;cafe_manha;31;prato_principal;32.0
2023-05-18;suco_laranja;almoco;85;bebida;8.0
2023-05-18;suco_laranja;jantar;74;bebida;8.0
2023-05-18;suco_laranja;cafe_manha;71;bebida;8.0
2023-05-18;sobremesa_dia;almoco;26;sobremesa;12.0
2023-05-18;sobremesa_dia;jantar;31;sobremesa;12.0
2023-05-18;sobremesa_dia;cafe_manha;25;sobremesa;12.0
2023-05-18;prato_vegetariano;jantar;17;prato_principal;28.0
2023-05-18;prato_vegetariano;cafe_manha;25;prato_principal;28.0
2023-05-19;prato_executivo;almoco;72;prato_principal;35.9
2023-05-19;prato_executivo;jantar;87;prato_principal;35.9
2023-05-19;prato_executivo;cafe_manha;65;prato_principal;35.9
2023-05-19;salada_caesar;almoco;18;entrada;18.5
2023-05-19;salada_caesar;jantar;19;entrada;18.5
2023-05-19;salada_caesar;cafe_manha;14;entrada;18.5
2023-05-19;frango_grelhado;almoco;50;prato_principal;32.0
2023-05-19;frango_grelhado;jantar;49;prato_principal;32.0
2023-05-19;frango_grelhado;cafe_manha;35;prato_principal;32.0
2023-05-19;suco_laranja;almoco;85;bebida;8.0
2023-05-19;suco_laranja;jantar;94;bebida;8.0
2023-05-19;suco_laranja;cafe_manha;80;bebida;8.0
2023-05-19;sobremesa_dia;almoco;31;sobremesa;12.0
2023-05-19;sobremesa_dia;jantar;39;sobremesa;12.0
2023-05-19;sobremesa_dia;cafe_manha;21;sobremesa;12.0
2023-05-19;prato_vegetariano;almoco;25;prato_principal;28.0
2023-05-19;prato_vegetariano;jantar;28;prato_principal;28.0
2023-05-20;prato_executivo;almoco;24;prato_principal;35.9
2023-05-20;prato_executivo;jantar;75;prato_principal;35.9
2023-05-20;prato_executivo;cafe_manha;44;prato_principal;35.9
2023-05-20;salada_caesar;almoco;13;entrada;18.5
2023-05-20;salada_caesar;jantar;18;entrada;18.5
2023-05-20;salada_caesar;cafe_manha;8;entrada;18.5
2023-05-20;frango_grelhado;almoco;21;prato_principal;32.0
2023-05-20;frango_grelhado;jantar;50;prato_principal;32.0
2023-05-20;frango_grelhado;cafe_manha;24;prato_principal;32.0
2023-05-20;suco_laranja;almoco;40;bebida;8.0
2023-05-20;suco_laranja;jantar;90;bebida;8.0
2023-05-20;suco_laranja;cafe_manha;59;bebida;8.0
2023-05-20;sobremesa_dia;almoco;19;sobremesa;12.0
2023-05-20;sobremesa_dia;jantar;30;sobremesa;12.0
2023-05-20;sobremesa_dia;cafe_manha;14;sobremesa;12.0
2023-05-20;prato_vegetariano;almoco;12;prato_principal;28.0
2023-05-20;prato_vegetariano;jantar;28;prato_principal;28.0
2023-05-20;prato_vegetariano;cafe_manha;10;prato_principal;28.0
2023-05-21;prato_executivo;almoco;20;prato_principal;35.9
2023-05-21;prato_executivo;jantar;36;prato_principal;35.9
2023-05-21;prato_executivo;cafe_manha;38;prato_principal;35.9
2023-05-21;salada_caesar;almoco;9;entrada;18.5
2023-05-21;salada_caesar;jantar;7;entrada;18.5
2023-05-21;frango_grelhado;jantar;22;prato_principal;32.0
2023-05-21;frango_grelhado;cafe_manha;20;prato_principal;32.0
2023-05-21;suco_laranja;almoco;28;bebida;8.0
2023-05-21;suco_laranja;jantar;40;bebida;8.0
2023-05-21;suco_laranja;cafe_manha;51;bebida;8.0
2023-05-21;sobremesa_dia;almoco;5;sobremesa;12.0
2023-05-21;sobremesa_dia;jantar;13;sobremesa;12.0
2023-05-21;sobremesa_dia;cafe_manha;16;sobremesa;12.0
2023-05-21;prato_vegetariano;jantar;14;prato_principal;28.0
2023-05-21;prato_vegetariano;cafe_manha;11;prato_principal;28.0
2023-05-22;prato_executivo;almoco;54;prato_principal;35.9
2023-05-22;prato_executivo;jantar;38;prato_principal;35.9
2023-05-22;prato_executivo;cafe_manha;38;prato_principal;35.9
2023-05-22;salada_caesar;almoco;12;entrada;18.5
2023-05-22;salada_caesar;cafe_manha;14;entrada;18.5
2023-05-22;frango_grelhado;almoco;42;prato_principal;32.0
2023-05-22;frango_grelhado;jantar;26;prato_principal;32.0
2023-05-22;frango_grelhado;cafe_manha;37;prato_principal;32.0
2023-05-22;suco_laranja;almoco;54;bebida;8.0
2023-05-22;suco_laranja;jantar;55;bebida;8.0
2023-05-22;suco_laranja;cafe_manha;47;bebida;8.0
2023-05-22;sobremesa_dia;almoco;11;sobremesa;12.0
2023-05-22;sobremesa_dia;jantar;19;sobremesa;12.0
2023-05-22;sobremesa_dia;cafe_manha;19;sobremesa;12.0
2023-05-22;prato_vegetariano;almoco;20;prato_principal;28.0
2023-05-22;prato_vegetariano;jantar;23;prato_principal;28.0
2023-05-22;prato_vegetariano;cafe_manha;11;prato_principal;28.0
2023-05-23;prato_executivo;almoco;50;prato_principal;35.9
2023-05-23;prato_executivo;jantar;32;prato_principal;35.9
2023-05-23;prato_executivo;cafe_manha;42;prato_principal;35.9
2023-05-23;salada_caesar;almoco;16;entrada;18.5
2023-05-23;salada_caesar;jantar;14;entrada;18.5
2023-05-23;salada_caesar;cafe_manha;18;entrada;18.5
2023-05-23;frango_grelhado;almoco;53;prato_principal;32.0
2023-05-23;frango_grelhado;jantar;27;prato_principal;32.0
2023-05-23;frango_grelhado;cafe_manha;32;prato_principal;32.0
2023-05-23;suco_laranja;almoco;70;bebida;8.0
2023-05-23;suco_laranja;jantar;58;bebida;8.0
2023-05-23;suco_laranja;cafe_manha;56;bebida;8.0
2023-05-23;sobremesa_dia;almoco;38;sobremesa;12.0
2023-05-23;sobremesa_dia;jantar;23;sobremesa;12.0
2023-05-23;sobremesa_dia;cafe_manha;27;sobremesa;12.0
2023-05-23;prato_vegetariano;almoco;27;prato_principal;28.0
2023-05-23;prato_vegetariano;jantar;10;prato_principal;28.0
2023-05-23;prato_vegetariano;cafe_manha;18;prato_principal;28.0
2023-05-24;prato_executivo;almoco;65;prato_principal;35.9
2023-05-24;prato_executivo;jantar;42;prato_principal;35.9
2023-05-24;prato_executivo;cafe_manha;34;prato_principal;35.9
2023-05-24;salada_caesar;almoco;17;entrada;18.5
2023-05-24;salada_caesar;jantar;9;entrada;18.5
2023-05-24;salada_caesar;cafe_manha;9;entrada;18.5
2023-05-24;frango_grelhado;almoco;42;prato_principal;32.0
2023-05-24;frango_grelhado;jantar;27;prato_principal;32.0
2023-05-24;frango_grelhado;cafe_manha;25;prato_principal;32.0
2023-05-24;suco_laranja;almoco;66;bebida;8.0
2023-05-24;suco_laranja;jantar;55;bebida;8.0
2023-05-24;suco_laranja;cafe_manha;57;bebida;8.0
2023-05-24;sobremesa_dia;almoco;28;sobremesa;12.0
2023-05-24;sobremesa_dia;jantar;15;sobremesa;12.0
2023-05-24;sobremesa_dia;cafe_manha;28;sobremesa;12.0
2023-05-24;prato_vegetariano;almoco;25;prato_principal;28.0
2023-05-24;prato_vegetariano;jantar;10;prato_principal;28.0
2023-05-24;prato_vegetariano;cafe_manha;18;prato_principal;28.0
2023-05-25;prato_executivo;almoco;69;prato_principal;35.9
2023-05-25;prato_executivo;jantar;41;prato_principal;35.9
2023-05-25;prato_executivo;cafe_manha;52;prato_principal;35.9
2023-05-25;salada_caesar;almoco;23;entrada;18.5
2023-05-25;salada_caesar;jantar;13;entrada;18.5
2023-05-25;salada_caesar;cafe_manha;12;entrada;18.5
2023-05-25;frango_grelhado;almoco;40;prato_principal;32.0
2023-05-25;frango_grelhado;jantar;29;prato_principal;32.0
2023-05-25;frango_grelhado;cafe_manha;28;prato_principal;32.0
2023-05-25;suco_laranja;almoco;97;bebida;8.0
2023-05-25;suco_laranja;jantar;74;bebida;8.0
2023-05-25;suco_laranja;cafe_manha;59;bebida;8.0
2023-05-25;sobremesa_dia;almoco;30;sobremesa;12.0
2023-05-25;sobremesa_dia;jantar;25;sobremesa;12.0
2023-05-25;sobremesa_dia;cafe_manha;25;sobremesa;12.0
2023-05-25;prato_vegetariano;almoco;22;prato_principal;28.0
2023-05-25;prato_vegetariano;jantar;11;prato_principal;28.0
2023-05-25;prato_vegetariano;cafe_manha;20;prato_principal;28.0
2023-05-26;prato_executivo;almoco;77;prato_principal;35.9
2023-05-26;prato_executivo;jantar;68;prato_principal;35.9
2023-05-26;prato_executivo;cafe_manha;52;prato_principal;35.9
2023-05-26;salada_caesar;almoco;17;entrada;18.5
2023-05-26;salada_caesar;jantar;23;entrada;18.5
2023-05-26;salada_caesar;cafe_manha;18;entrada;18.5
2023-05-26;frango_grelhado;almoco;52;prato_principal;32.0
2023-05-26;frango_grelhado;jantar;46;prato_principal;32.0
2023-05-26;frango_grelhado;cafe_manha;43;prato_principal;32.0
2023-05-26;suco_laranja;almoco;91;bebida;8.0
2023-05-26;suco_laranja;jantar;91;bebida;8.0
2023-05-26;suco_laranja;cafe_manha;79;bebida;8.0
2023-05-26;sobremesa_dia;almoco;34;sobremesa;12.0
2023-05-26;sobremesa_dia;jantar;39;sobremesa;12.0
2023-05-26;sobremesa_dia;cafe_manha;17;sobremesa;12.0
2023-05-26;prato_vegetariano;almoco;27;prato_principal;28.0
2023-05-27;prato_executivo;almoco;37;prato_principal;35.9
2023-05-27;prato_executivo;jantar;76;prato_principal;35.9
2023-05-27;prato_executivo;cafe_manha;51;prato_principal;35.9
2023-05-27;salada_caesar;almoco;9;entrada;18.5
2023-05-27;salada_caesar;jantar;27;entrada;18.5
2023-05-27;salada_caesar;cafe_manha;12;entrada;18.5
2023-05-27;frango_grelhado;almoco;18;prato_principal;32.0
2023-05-27;frango_grelhado;jantar;38;prato_principal;32.0
2023-05-27;frango_grelhado;cafe_manha;25;prato_principal;32.0
2023-05-27;suco_laranja;almoco;44;bebida;8.0
2023-05-27;suco_laranja;jantar;88;bebida;8.0
2023-05-27;suco_laranja;cafe_manha;53;bebida;8.0
2023-05-27;sobremesa_dia;cafe_manha;14;sobremesa;12.0
2023-05-27;prato_vegetariano;almoco;20;prato_principal;28.0
2023-05-27;prato_vegetariano;jantar;37;prato_principal;28.0
2023-05-27;prato_vegetariano;cafe_manha;10;prato_principal;28.0
2023-05-28;prato_executivo;almoco;29;prato_principal;35.9
2023-05-28;prato_executivo;jantar;25;prato_principal;35.9
2023-05-28;prato_executivo;cafe_manha;38;prato_principal;35.9
2023-05-28;salada_caesar;almoco;9;entrada;18.5
2023-05-28;salada_caesar;jantar;6;entrada;18.5
2023-05-28;salada_caesar;cafe_manha;13;entrada;18.5
2023-05-28;frango_grelhado;almoco;8;prato_principal;32.0
2023-05-28;frango_grelhado;jantar;19;prato_principal;32.0
2023-05-28;frango_grelhado;cafe_manha;20;prato_principal;32.0
2023-05-28;suco_laranja;almoco;33;bebida;8.0
2023-05-28;suco_laranja;jantar;43;bebida;8.0
2023-05-28;suco_laranja;cafe_manha;38;bebida;8.0
2023-05-28;sobremesa_dia;almoco;8;sobremesa;12.0
2023-05-28;sobremesa_dia;jantar;7;sobremesa;12.0
2023-05-28;sobremesa_dia;cafe_manha;18;sobremesa;12.0
2023-05-28;prato_vegetariano;almoco;10;prato_principal;28.0
2023-05-28;prato_vegetariano;jantar;14;prato_principal;28.0
2023-05-28;prato_vegetariano;cafe_manha;16;prato_principal;28.0
2023-05-29;prato_executivo;almoco;31;prato_principal;35.9
2023-05-29;prato_executivo;jantar;31;prato_principal;35.9
2023-05-29;salada_caesar;almoco;9;entrada;18.5
2023-05-29;salada_caesar;jantar;16;entrada;18.5
2023-05-29;frango_grelhado;almoco;31;prato_principal;32.0
2023-05-29;frango_grelhado;jantar;27;prato_principal;32.0
2023-05-29;frango_grelhado;cafe_manha;20;prato_principal;32.0
2023-05-29;suco_laranja;almoco;73;bebida;8.0
2023-05-29;suco_laranja;jantar;41;bebida;8.0
2023-05-29;suco_laranja;cafe_manha;69;bebida;8.0
2023-05-29;sobremesa_dia;almoco;12;sobremesa;12.0
2023-05-29;sobremesa_dia;jantar;14;sobremesa;12.0
2023-05-29;sobremesa_dia;cafe_manha;16;sobremesa;12.0
2023-05-29;prato_vegetariano;almoco;20;prato_principal;28.0
2023-05-29;prato_vegetariano;jantar;12;prato_principal;28.0
2023-05-29;prato_vegetariano;cafe_manha;20;prato_principal;28.0
2023-05-30;prato_executivo;almoco;60;prato_principal;35.9
2023-05-30;prato_executivo;jantar;43;prato_principal;35.9
2023-05-30;prato_executivo;cafe_manha;38;prato_principal;35.9
2023-05-30;salada_caesar;almoco;25;entrada;18.5
2023-05-30;salada_caesar;jantar;8;entrada;18.5
2023-05-30;salada_caesar;cafe_manha;21;entrada;18.5
2023-05-30;frango_grelhado;almoco;41;prato_principal;32.0
2023-05-30;frango_grelhado;jantar;36;prato_principal;32.0
2023-05-30;frango_grelhado;cafe_manha;29;prato_principal;32.0
2023-05-30;suco_laranja;almoco;76;bebida;8.0
2023-05-30;suco_laranja;jantar;66;bebida;8.0
2023-05-30;suco_laranja;cafe_manha;62;bebida;8.0
2023-05-30;sobremesa_dia;almoco;23;sobremesa;12.0
2023-05-30;sobremesa_dia;jantar;19;sobremesa;12.0
2023-05-30;sobremesa_dia;cafe_manha;24;sobremesa;12.0
2023-05-30;prato_vegetariano;almoco;30;prato_principal;28.0
2023-05-30;prato_vegetariano;cafe_manha;13;prato_principal;28.0
2023-05-31;prato_executivo;almoco;45;prato_principal;35.9
2023-05-31;prato_executivo;cafe_manha;59;prato_principal;35.9
2023-05-31;salada_caesar;almoco;20;entrada;18.5
2023-05-31;salada_caesar;jantar;7;entrada;18.5
2023-05-31;salada_caesar;cafe_manha;16;entrada;18.5
2023-05-31;frango_grelhado;almoco;35;prato_principal;32.0
2023-05-31;frango_grelhado;jantar;29;prato_principal;32.0
2023-05-31;frango_grelhado;cafe_manha;37;prato_principal;32.0
2023-05-31;suco_laranja;almoco;65;bebida;8.0
2023-05-31;suco_laranja;jantar;52;bebida;8.0
2023-05-31;suco_laranja;cafe_manha;69;bebida;8.0
2023-05-31;sobremesa_dia;almoco;29;sobremesa;12.0
2023-05-31;sobremesa_dia;jantar;15;sobremesa;12.0
2023-05-31;sobremesa_dia;cafe_manha;22;sobremesa;12.0
2023-05-31;prato_vegetariano;almoco;24;prato_principal;28.0
2023-05-31;prato_vegetariano;jantar;14;prato_principal;28.0
2023-05-31;prato_vegetariano;cafe_manha;18;prato_principal;28.0
2023-06-01;prato_executivo;almoco;55;prato_principal;35.9
2023-06-01;prato_executivo;jantar;43;prato_principal;35.9
2023-06-01;prato_executivo;cafe_manha;45;prato_principal;35.9
2023-06-01;salada_caesar;almoco;12;entrada;18.5
2023-06-01;salada_caesar;jantar;9;entrada;18.5
2023-06-01;salada_caesar;cafe_manha;15;entrada;18.5
2023-06-01;frango_grelhado;almoco;32;prato_principal;32.0
2023-06-01;frango_grelhado;cafe_manha;28;prato_principal;32.0
2023-06-01;suco_laranja;almoco;77;bebida;8.0
2023-06-01;suco_laranja;jantar;58;bebida;8.0
2023-06-01;suco_laranja;cafe_manha;44;bebida;8.0
2023-06-01;sobremesa_dia;almoco;28;sobremesa;12.0
2023-06-01;sobremesa_dia;jantar;30;sobremesa;12.0
2023-06-01;sobremesa_dia;cafe_manha;22;sobremesa;12.0
2023-06-01;prato_vegetariano;almoco;30;prato_principal;28.0
2023-06-01;prato_vegetariano;jantar;18;prato_principal;28.0
2023-06-01;prato_vegetariano;cafe_manha;20;prato_principal;28.0
2023-06-02;prato_executivo;almoco;65;prato_principal;35.9
2023-06-02;prato_executivo;jantar;70;prato_principal;35.9
2023-06-02;prato_executivo;cafe_manha;52;prato_principal;35.9
2023-06-02;salada_caesar;almoco;18;entrada;18.5
2023-06-02;salada_caesar;jantar;11;entrada;18.5
2023-06-02;salada_caesar;cafe_manha;16;entrada;18.5
2023-06-02;frango_grelhado;almoco;44;prato_principal;32.0
2023-06-02;frango_grelhado;jantar;51;prato_principal;32.0
2023-06-02;frango_grelhado;cafe_manha;43;prato_principal;32.0
2023-06-02;suco_laranja;jantar;111;bebida;8.0
2023-06-02;suco_laranja;cafe_manha;76;bebida;8.0
2023-06-02;sobremesa_dia;almoco;25;sobremesa;12.0
2023-06-02;sobremesa_dia;jantar;29;sobremesa;12.0
2023-06-02;sobremesa_dia;cafe_manha;19;sobremesa;12.0
2023-06-02;prato_vegetariano;almoco;20;prato_principal;28.0
2023-06-02;prato_vegetariano;jantar;34;prato_principal;28.0
2023-06-02;prato_vegetariano;cafe_manha;22;prato_principal;28.0
2023-06-03;prato_executivo;almoco;29;prato_principal;35.9
2023-06-03;prato_executivo;jantar;73;prato_principal;35.9
2023-06-03;prato_executivo;cafe_manha;34;prato_principal;35.9
2023-06-03;salada_caesar;almoco;12;entrada;18.5
2023-06-03;salada_caesar;jantar;13;entrada;18.5
2023-06-03;salada_caesar;cafe_manha;8;entrada;18.5
2023-06-03;frango_grelhado;almoco;32;prato_principal;32.0
2023-06-03;frango_grelhado;jantar;45;prato_principal;32.0
2023-06-03;frango_grelhado;cafe_manha;28;prato_principal;32.0
2023-06-03;suco_laranja;almoco;43;bebida;8.0
2023-06-03;suco_laranja;jantar;87;bebida;8.0
2023-06-03;suco_laranja;cafe_manha;40;bebida;8.0
2023-06-03;sobremesa_dia;almoco;16;sobremesa;12.0
2023-06-03;sobremesa_dia;jantar;29;sobremesa;12.0
2023-06-03;sobremesa_dia;cafe_manha;24;sobremesa;12.0
2023-06-03;prato_vegetariano;almoco;8;prato_principal;28.0
2023-06-03;prato_vegetariano;jantar;29;prato_principal;28.0
2023-06-03;prato_vegetariano;cafe_manha;18;prato_principal;28.0
2023-06-04;prato_executivo;almoco;31;prato_principal;35.9
2023-06-04;prato_executivo;jantar;35;prato_principal;35.9
2023-06-04;prato_executivo;cafe_manha;29;prato_principal;35.9
2023-06-04;salada_caesar;almoco;6;entrada;18.5
2023-06-04;salada_caesar;jantar;8;entrada;18.5
2023-06-04;salada_caesar;cafe_manha;9;entrada;18.5
2023-06-04;frango_grelhado;almoco;13;prato_principal;32.0
2023-06-04;frango_grelhado;jantar;25;prato_principal;32.0
2023-06-04;frango_grelhado;cafe_manha;16;prato_principal;32.0
2023-06-04;suco_laranja;almoco;31;bebida;8.0
2023-06-04;suco_laranja;jantar;39;bebida;8.0
2023-06-04;suco_laranja;cafe_manha;49;bebida;8.0
2023-06-04;sobremesa_dia;almoco;10;sobremesa;12.0
2023-06-04;sobremesa_dia;jantar;11;sobremesa;12.0
2023-06-04;sobremesa_dia;cafe_manha;19;sobremesa;12.0
2023-06-04;prato_vegetariano;almoco;16;prato_principal;28.0
2023-06-04;prato_vegetariano;jantar;12;prato_principal;28.0
2023-06-04;prato_vegetariano;cafe_manha;13;prato_principal;28.0
2023-06-05;prato_executivo;almoco;48;prato_principal;35.9
2023-06-05;prato_executivo;jantar;31;prato_principal;35.9
2023-06-05;prato_executivo;cafe_manha;35;prato_principal;35.9
2023-06-05;salada_caesar;almoco;14;entrada;18.5
2023-06-05;salada_caesar;jantar;13;entrada;18.5
2023-06-05;salada_caesar;cafe_manha;18;entrada;18.5
2023-06-05;frango_grelhado;almoco;22;prato_principal;32.0
2023-06-05;frango_grelhado;jantar;20;prato_principal;32.0
2023-06-05;frango_grelhado;cafe_manha;26;prato_principal;32.0
2023-06-05;suco_laranja;almoco;60;bebida;8.0
2023-06-05;suco_laranja;jantar;59;bebida;8.0
2023-06-05;suco_laranja;cafe_manha;61;bebida;8.0
2023-06-05;sobremesa_dia;almoco;19;sobremesa;12.0
2023-06-05;sobremesa_dia;jantar;16;sobremesa;12.0
2023-06-05;sobremesa_dia;cafe_manha;33;sobremesa;12.0
2023-06-05;prato_vegetariano;almoco;18;prato_principal;28.0
2023-06-05;prato_vegetariano;jantar;21;prato_principal;28.0
2023-06-06;prato_executivo;almoco;58;prato_principal;35.9
2023-06-06;prato_executivo;jantar;36;prato_principal;35.9
2023-06-06;prato_executivo;cafe_manha;45;prato_principal;35.9
2023-06-06;salada_caesar;almoco;16;entrada;18.5
2023-06-06;salada_caesar;jantar;7;entrada;18.5
2023-06-06;salada_caesar;cafe_manha;10;entrada;18.5
2023-06-06;frango_grelhado;almoco;36;prato_principal;32.0
2023-06-06;frango_grelhado;jantar;33;prato_principal;32.0
2023-06-06;frango_grelhado;cafe_manha;39;prato_principal;32.0
2023-06-06;suco_laranja;almoco;80;bebida;8.0
2023-06-06;suco_laranja;jantar;48;bebida;8.0
2023-06-06;suco_laranja;cafe_manha;64;bebida;8.0
2023-06-06;sobremesa_dia;jantar;22;sobremesa;12.0
2023-06-06;sobremesa_dia;cafe_manha;20;sobremesa;12.0
2023-06-06;prato_vegetariano;almoco;26;prato_principal;28.0
2023-06-06;prato_vegetariano;jantar;18;prato_principal;28.0
2023-06-06;prato_vegetariano;cafe_manha;21;prato_principal;28.0
2023-06-07;prato_executivo;almoco;53;prato_principal;35.9
2023-06-07;prato_executivo;jantar;44;prato_principal;35.9
